1 	 1 	 9.040e-07 
2 	 1 	 1.013e-06 
2 	 2 	 9.760e-07 
3 	 1 	 1.154e-06 
3 	 2 	 1.278e-06 
3 	 3 	 1.343e-06 
4 	 1 	 1.655e-06 
4 	 2 	 2.031e-06 
4 	 3 	 1.943e-06 
4 	 4 	 1.945e-06 
5 	 1 	 2.432e-06 
5 	 2 	 2.731e-06 
5 	 3 	 3.106e-06 
5 	 4 	 3.216e-06 
5 	 5 	 2.984e-06 
6 	 1 	 4.004e-06 
6 	 2 	 4.753e-06 
6 	 3 	 5.305e-06 
6 	 4 	 5.388e-06 
6 	 5 	 5.177e-06 
6 	 6 	 5.264e-06 
7 	 1 	 7.258e-06 
7 	 2 	 8.692e-06 
7 	 3 	 8.702e-06 
7 	 4 	 9.825e-06 
7 	 5 	 9.608e-06 
7 	 6 	 1.046e-05 
7 	 7 	 1.042e-05 
8 	 1 	 1.374e-05 
8 	 2 	 1.558e-05 
8 	 3 	 1.565e-05 
8 	 4 	 1.892e-05 
8 	 5 	 1.954e-05 
8 	 6 	 2.020e-05 
8 	 7 	 1.924e-05 
8 	 8 	 2.052e-05 
9 	 1 	 2.624e-05 
9 	 2 	 3.303e-05 
9 	 3 	 3.124e-05 
9 	 4 	 3.778e-05 
9 	 5 	 5.882e-05 
9 	 6 	 4.168e-05 
9 	 7 	 3.950e-05 
9 	 8 	 8.264e-05 
10 	 1 	 5.063e-05 
10 	 2 	 5.979e-05 
10 	 3 	 6.613e-05 
10 	 4 	 7.194e-05 
10 	 5 	 8.104e-05 
10 	 6 	 8.116e-05 
10 	 7 	 8.386e-05 
10 	 8 	 8.365e-05 
11 	 1 	 1.605e-04 
11 	 2 	 1.264e-04 
11 	 3 	 1.388e-04 
11 	 4 	 1.363e-04 
11 	 5 	 1.692e-04 
11 	 6 	 1.684e-04 
11 	 7 	 1.697e-04 
11 	 8 	 1.786e-04 
12 	 1 	 2.929e-04 
12 	 2 	 2.344e-04 
12 	 3 	 2.754e-04 
12 	 4 	 3.106e-04 
12 	 5 	 3.151e-04 
12 	 6 	 4.120e-04 
12 	 7 	 3.542e-04 
12 	 8 	 4.006e-04 
13 	 1 	 4.474e-04 
13 	 2 	 4.897e-04 
13 	 3 	 5.297e-04 
13 	 4 	 5.896e-04 
13 	 5 	 7.166e-04 
13 	 6 	 7.561e-04 
13 	 7 	 7.358e-04 
13 	 8 	 8.241e-04 
14 	 1 	 8.779e-04 
14 	 2 	 1.013e-03 
14 	 3 	 1.078e-03 
14 	 4 	 1.055e-03 
14 	 5 	 1.243e-03 
14 	 6 	 1.423e-03 
14 	 7 	 1.524e-03 
14 	 8 	 1.702e-03 
15 	 1 	 1.992e-03 
15 	 2 	 2.124e-03 
15 	 3 	 2.143e-03 
15 	 4 	 2.705e-03 
15 	 5 	 2.626e-03 
15 	 6 	 2.974e-03 
15 	 7 	 3.068e-03 
15 	 8 	 3.367e-03 
16 	 1 	 3.799e-03 
16 	 2 	 4.332e-03 
16 	 3 	 4.565e-03 
16 	 4 	 5.136e-03 
16 	 5 	 5.134e-03 
16 	 6 	 6.316e-03 
16 	 7 	 6.176e-03 
16 	 8 	 6.640e-03 
17 	 1 	 7.530e-03 
17 	 2 	 8.566e-03 
