1	1	4018
2	1	4958
2	2	3875
3	1	2875
3	2	2634
3	3	4517
4	1	4771
4	2	6071
4	3	7058
4	4	10226
5	1	3626
5	2	7630
5	3	7088
5	4	9983
5	5	10528
6	1	4100
6	2	8443
6	3	12035
6	4	10331
6	5	11795
6	6	9791
7	1	9889
7	2	6004
7	3	11578
7	4	9516
7	5	9170
7	6	14163
7	7	16936
8	1	7753
8	2	8355
8	3	7495
8	4	12636
8	5	12773
8	6	19065
8	7	16852
8	8	14370
9	1	11276
9	2	9263
9	3	8820
9	4	13348
9	5	20895
9	6	12954
9	7	13862
9	8	16473
9	9	21947
10	1	18773
10	2	12222
10	3	14472
10	4	14267
10	5	12811
10	6	17058
10	7	19911
10	8	17707
10	9	21958
10	10	28276
11	1	19939
11	2	13171
11	3	14041
11	4	15556
11	5	18559
11	6	19367
11	7	11720
11	8	17182
11	9	19337
11	10	25165
12	1	13740
12	2	14195
12	3	13193
12	4	15139
12	5	18312
12	6	21576
12	7	21252
12	8	22657
12	9	25200
12	10	21949
13	1	16129
13	2	9924
13	3	20236
13	4	19475
13	5	17333
13	6	17998
13	7	20500
13	8	20819
13	9	26005
13	10	26165
14	1	13187
14	2	15720
14	3	21990
14	4	16296
14	5	17365
14	6	26589
14	7	24725
14	8	27294
14	9	29189
14	10	30266
15	1	19616
15	2	16172
15	3	18765
15	4	20065
15	5	15621
15	6	20602
15	7	25010
15	8	28196
15	9	23697
15	10	27553
16	1	16465
16	2	17888
16	3	17470
16	4	16453
16	5	30650
16	6	19371
16	7	23559
16	8	31545
16	9	37845
16	10	25414
17	1	29416
17	2	24671
17	3	18191
17	4	24416
17	5	27550
17	6	22197
17	7	30477
17	8	31082
17	9	27392
17	10	25868
18	1	25356
18	2	23849
18	3	25688
18	4	25508
18	5	23527
18	6	22719
18	7	25898
18	8	27324
18	9	30138
18	10	30078
19	1	29918
19	2	22863
19	3	26495
19	4	25137
19	5	28602
19	6	24970
19	7	25644
19	8	27835
19	9	32961
19	10	30078
20	1	20031
20	2	30449
20	3	26435
20	4	20812
20	5	22552
20	6	25745
20	7	29755
20	8	24963
20	9	24388
20	10	36161
21	1	20388
21	2	28140
21	3	30295
21	4	26459
21	5	26005
21	6	23791
21	7	25736
21	8	30271
21	9	28751
21	10	33717
22	1	24130
22	2	26808
22	3	28719
22	4	35672
22	5	25183
22	6	24164
22	7	23800
22	8	30428
22	9	25532
22	10	38012
23	1	17645
23	2	31504
23	3	41352
23	4	36519
23	5	26314
23	6	32958
23	7	29997
23	8	31137
23	9	34480
23	10	30892
24	1	22029
24	2	26881
24	3	32281
24	4	35967
24	5	25305
24	6	36222
24	7	34785
24	8	25841
24	9	30868
24	10	28971
25	1	19372
25	2	25399
25	3	22547
25	4	33282
25	5	31443
25	6	30655
25	7	33306
25	8	36751
25	9	31060
25	10	35905
26	1	21536
26	2	28419
26	3	36969
26	4	36692
26	5	37247
26	6	37388
26	7	31450
26	8	36508
26	9	35070
26	10	35131
27	1	19598
27	2	28146
27	3	33768
27	4	36394
27	5	34045
27	6	35184
27	7	26969
27	8	35981
27	9	34015
27	10	37424
28	1	23505
28	2	31517
28	3	39596
28	4	33492
28	5	34160
28	6	34207
28	7	34660
28	8	30950
28	9	38180
28	10	37454
29	1	20220
29	2	30755
29	3	40455
29	4	29382
29	5	47379
29	6	44647
29	7	40948
29	8	32837
29	9	34579
29	10	41182
30	1	11790
30	2	32671
30	3	37519
30	4	43933
30	5	42947
30	6	41619
30	7	34179
30	8	39632
30	9	38665
30	10	39997
31	1	23531
31	2	31512
31	3	37205
31	4	42562
31	5	36659
31	6	43990
31	7	39946
31	8	38186
31	9	35620
31	10	35453
32	1	29123
32	2	34671
32	3	34701
32	4	46180
32	5	32734
32	6	41371
32	7	37474
32	8	38587
32	9	40550
32	10	42654
33	1	20249
33	2	30596
33	3	39317
33	4	46086
33	5	49284
33	6	45604
33	7	48497
33	8	42996
33	9	43413
33	10	38938
34	1	31603
34	2	38011
34	3	43460
34	4	41290
34	5	48997
34	6	43207
34	7	48453
34	8	39435
34	9	41374
34	10	38651
35	1	18872
35	2	25916
35	3	31350
35	4	40994
35	5	43173
35	6	49133
35	7	41046
35	8	53145
35	9	32277
35	10	41743
36	1	23529
36	2	26510
36	3	40055
36	4	45934
36	5	42490
36	6	45884
36	7	43878
36	8	45624
36	9	44841
36	10	43768
