1 	 1 	 1.003e+00 
2 	 1 	 2.025e+00 
2 	 2 	 2.115e+00 
3 	 1 	 3.183e+00 
3 	 2 	 3.211e+00 
3 	 3 	 3.143e+00 
4 	 1 	 4.358e+00 
4 	 2 	 4.135e+00 
4 	 3 	 4.114e+00 
4 	 4 	 4.153e+00 
5 	 1 	 5.200e+00 
5 	 2 	 5.182e+00 
5 	 3 	 5.160e+00 
5 	 4 	 5.233e+00 
5 	 5 	 5.191e+00 
6 	 1 	 6.287e+00 
6 	 2 	 6.234e+00 
6 	 3 	 6.233e+00 
6 	 4 	 6.189e+00 
6 	 5 	 6.167e+00 
6 	 6 	 6.260e+00 
7 	 1 	 7.233e+00 
7 	 2 	 7.242e+00 
7 	 3 	 7.237e+00 
7 	 4 	 7.304e+00 
7 	 5 	 7.320e+00 
7 	 6 	 7.411e+00 
7 	 7 	 7.567e+00 
8 	 1 	 8.524e+00 
8 	 2 	 8.467e+00 
8 	 3 	 8.250e+00 
8 	 4 	 8.175e+00 
8 	 5 	 8.297e+00 
8 	 6 	 8.236e+00 
8 	 7 	 8.194e+00 
8 	 8 	 7.989e+00 
9 	 1 	 8.941e+00 
9 	 2 	 9.030e+00 
9 	 3 	 9.448e+00 
9 	 4 	 9.203e+00 
9 	 5 	 9.177e+00 
9 	 6 	 9.225e+00 
9 	 7 	 9.487e+00 
9 	 8 	 9.322e+00 
9 	 9 	 9.148e+00 
10 	 1 	 1.022e+01 
10 	 2 	 1.043e+01 
10 	 3 	 1.029e+01 
10 	 4 	 1.044e+01 
10 	 5 	 1.030e+01 
10 	 6 	 1.014e+01 
10 	 7 	 1.013e+01 
10 	 8 	 1.011e+01 
10 	 9 	 1.006e+01 
10 	 10 	 1.038e+01 
11 	 1 	 1.124e+01 
11 	 2 	 1.202e+01 
11 	 3 	 1.123e+01 
11 	 4 	 1.161e+01 
11 	 5 	 1.132e+01 
11 	 6 	 1.165e+01 
11 	 7 	 1.100e+01 
11 	 8 	 1.124e+01 
11 	 9 	 1.139e+01 
11 	 10 	 1.136e+01 
12 	 1 	 1.256e+01 
12 	 2 	 1.233e+01 
12 	 3 	 1.233e+01 
12 	 4 	 1.270e+01 
12 	 5 	 1.225e+01 
12 	 6 	 1.233e+01 
12 	 7 	 1.189e+01 
12 	 8 	 1.205e+01 
12 	 9 	 1.219e+01 
12 	 10 	 1.202e+01 
13 	 1 	 1.287e+01 
13 	 2 	 1.295e+01 
13 	 3 	 1.290e+01 
13 	 4 	 1.322e+01 
13 	 5 	 1.398e+01 
13 	 6 	 1.382e+01 
