1 	 1 	 5.474e-05 
2 	 1 	 5.568e-05 
2 	 2 	 5.501e-05 
3 	 1 	 5.318e-05 
3 	 2 	 5.412e-05 
3 	 3 	 5.209e-05 
4 	 1 	 5.313e-05 
4 	 2 	 4.961e-05 
4 	 3 	 5.095e-05 
4 	 4 	 3.880e-05 
5 	 1 	 3.815e-05 
5 	 2 	 1.835e-05 
5 	 3 	 3.884e-05 
5 	 4 	 3.375e-05 
5 	 5 	 2.235e-05 
6 	 1 	 2.693e-05 
6 	 2 	 2.696e-05 
6 	 3 	 2.388e-05 
6 	 4 	 2.326e-05 
6 	 5 	 2.409e-05 
6 	 6 	 3.841e-05 
7 	 1 	 3.976e-05 
7 	 2 	 3.346e-05 
7 	 3 	 3.092e-05 
7 	 4 	 3.226e-05 
7 	 5 	 2.922e-05 
7 	 6 	 2.975e-05 
7 	 7 	 2.974e-05 
8 	 1 	 4.111e-05 
8 	 2 	 4.425e-05 
8 	 3 	 4.260e-05 
8 	 4 	 4.613e-05 
8 	 5 	 4.488e-05 
8 	 6 	 4.601e-05 
8 	 7 	 4.491e-05 
8 	 8 	 5.290e-05 
9 	 1 	 6.231e-05 
9 	 2 	 6.264e-05 
9 	 3 	 7.094e-05 
9 	 4 	 7.775e-05 
9 	 5 	 7.763e-05 
9 	 6 	 8.238e-05 
9 	 7 	 8.145e-05 
9 	 8 	 8.684e-05 
10 	 1 	 1.013e-04 
10 	 2 	 1.117e-04 
10 	 3 	 1.247e-04 
10 	 4 	 1.339e-04 
10 	 5 	 1.504e-04 
10 	 6 	 1.551e-04 
10 	 7 	 1.648e-04 
10 	 8 	 1.684e-04 
11 	 1 	 1.937e-04 
11 	 2 	 2.570e-04 
11 	 3 	 2.331e-04 
11 	 4 	 2.790e-04 
11 	 5 	 2.804e-04 
11 	 6 	 3.157e-04 
11 	 7 	 3.046e-04 
11 	 8 	 3.150e-04 
12 	 1 	 3.593e-04 
12 	 2 	 3.930e-04 
12 	 3 	 4.986e-04 
12 	 4 	 4.989e-04 
12 	 5 	 5.887e-04 
12 	 6 	 6.265e-04 
12 	 7 	 6.188e-04 
12 	 8 	 6.388e-04 
13 	 1 	 7.465e-04 
13 	 2 	 8.535e-04 
13 	 3 	 8.769e-04 
13 	 4 	 1.018e-03 
13 	 5 	 1.074e-03 
13 	 6 	 1.182e-03 
13 	 7 	 1.366e-03 
13 	 8 	 1.337e-03 
14 	 1 	 1.522e-03 
14 	 2 	 1.631e-03 
14 	 3 	 2.001e-03 
14 	 4 	 1.863e-03 
14 	 5 	 2.085e-03 
14 	 6 	 2.525e-03 
14 	 7 	 2.511e-03 
14 	 8 	 2.634e-03 
15 	 1 	 2.886e-03 
15 	 2 	 3.173e-03 
15 	 3 	 3.580e-03 
15 	 4 	 4.065e-03 
15 	 5 	 4.438e-03 
15 	 6 	 4.473e-03 
15 	 7 	 5.127e-03 
15 	 8 	 5.250e-03 
16 	 1 	 6.020e-03 
16 	 2 	 6.598e-03 
16 	 3 	 7.190e-03 
16 	 4 	 8.075e-03 
16 	 5 	 8.913e-03 
16 	 6 	 9.721e-03 
16 	 7 	 9.635e-03 
16 	 8 	 1.092e-02 
17 	 1 	 1.190e-02 
17 	 2 	 1.297e-02 
17 	 3 	 1.373e-02 
17 	 4 	 1.747e-02 
17 	 5 	 1.833e-02 
17 	 6 	 1.806e-02 
17 	 7 	 1.993e-02 
17 	 8 	 2.218e-02 
18 	 1 	 2.349e-02 
18 	 2 	 2.669e-02 
18 	 3 	 2.878e-02 
18 	 4 	 3.500e-02 
18 	 5 	 3.770e-02 
18 	 6 	 3.517e-02 
18 	 7 	 4.011e-02 
18 	 8 	 4.284e-02 
19 	 1 	 4.850e-02 
19 	 2 	 5.332e-02 
19 	 3 	 6.461e-02 
19 	 4 	 6.695e-02 
