1 	 1 	 5.576e-05 
2 	 1 	 2.692e-05 
2 	 2 	 1.917e-05 
3 	 1 	 1.768e-05 
3 	 2 	 1.845e-05 
3 	 3 	 1.886e-05 
4 	 1 	 2.600e-05 
4 	 2 	 3.398e-05 
4 	 3 	 2.266e-05 
4 	 4 	 2.302e-05 
5 	 1 	 2.508e-05 
5 	 2 	 2.318e-05 
5 	 3 	 2.980e-05 
5 	 4 	 2.977e-05 
5 	 5 	 3.509e-05 
6 	 1 	 3.520e-05 
6 	 2 	 3.545e-05 
6 	 3 	 4.000e-05 
6 	 4 	 3.510e-05 
6 	 5 	 5.095e-05 
6 	 6 	 3.786e-05 
7 	 1 	 4.416e-05 
7 	 2 	 4.019e-05 
7 	 3 	 4.172e-05 
7 	 4 	 4.327e-05 
7 	 5 	 4.324e-05 
7 	 6 	 4.076e-05 
7 	 7 	 4.094e-05 
8 	 1 	 5.300e-05 
8 	 2 	 6.588e-05 
8 	 3 	 6.689e-05 
8 	 4 	 6.901e-05 
8 	 5 	 9.977e-05 
8 	 6 	 7.054e-05 
8 	 7 	 7.011e-05 
8 	 8 	 1.045e-04 
9 	 1 	 1.407e-04 
9 	 2 	 1.094e-04 
9 	 3 	 1.464e-04 
9 	 4 	 1.321e-04 
9 	 5 	 1.144e-04 
9 	 6 	 1.631e-04 
9 	 7 	 1.414e-04 
9 	 8 	 1.461e-04 
9 	 9 	 1.477e-04 
10 	 1 	 1.854e-04 
10 	 2 	 2.322e-04 
10 	 3 	 2.067e-04 
10 	 4 	 2.347e-04 
10 	 5 	 1.917e-04 
10 	 6 	 2.833e-04 
10 	 7 	 2.075e-04 
10 	 8 	 3.068e-04 
10 	 9 	 3.798e-04 
10 	 10 	 2.212e-04 
11 	 1 	 3.129e-04 
11 	 2 	 3.253e-04 
11 	 3 	 3.911e-04 
11 	 4 	 4.479e-04 
11 	 5 	 4.773e-04 
11 	 6 	 4.419e-04 
11 	 7 	 4.541e-04 
11 	 8 	 6.073e-04 
